ID,source,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
2302,city scrape,Level 29 on Queen - with free car parking,"Enjoy a stylish experience in this centrally located, one bedroom apartment. Walking distance to Howard Smith Wharves, Fortitude Valley, Eagle St & the Queen St Mall. Close to the train stations. Our newly renovated home is fantastic for those business trips to the City or a weekend retreat away, close to restaurants, shopping & night entertainment. A short trip through to QPAC and Southbank Parklands, or an easy walk or scooter ride. Explore Brisbane at your leisure.","Walking distance to Howard Smith Wharves, Eagle St restaurants and cafes, Queen St Mall shopping and Fortitude Valley. Easy access to Central and Fortitude Valley train stations. Views of the Brisbane river and Story Bridge, walk to the gardens and riverfront.<br />Woolworths, bottleshop, chemist/doctors/cafe/subway/ all just 30metres away.",528961024,David,2023-07-31,"Brisbane, Australia",,within an hour,90%,72%,f,,1.0,['phone'],t,t,Fortitude Valley,-27.46117,153.03134,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Waterfront"", ""Refrigerator"", ""Shared hot tub - available all year, open specific hours"", ""Essentials"", ""Stainless steel single oven"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Coffee maker: Nespresso"", ""Iron"", ""River view"", ""Electric stove"", ""Hot water"", ""Shower gel"", ""Exercise equipment: free weights, treadmill, workout bench"", ""Central heating"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Central air conditioning"", ""Wine glasses"", ""Free residential garage on premises \u2013 1 space"", ""Exterior security cameras on property"", ""Freezer"", ""Microwave"", ""Outdoor furniture"", ""City skyline view"", ""Drying rack for clothing"", ""Shared sauna"", ""Conditioner"", ""Clothing storage: closet"", ""Shared gym in building"", ""Shared outdoor pool - available all year, open specific hours"", ""Free resort access"", ""TV"", ""Dining table""]",1,14,1.0,2.0,14.0,14.0,1.1,14.0,15,16,43,219,55,24,2,16,26,144,57888.0,2023-09-24,2025-10-18,4.95,4.98,5.0,4.95,5.0,4.96,4.8,f,1,1,0,0,2.12,$402.00
2303,city scrape,The River Warehouse Apartment,"Perfectly positioned on the top-floor of the Dakota Woolstore complete with a spectacular river view.<br />The open-plan kitchen, living and dining are the eye-catching heart of the apartment. <br />Air-conditioning systems and fans to all areas.<br />Hovering above the living space is the loft-style master-retreat and ensuite with separate generous bath & shower. <br />Sawtooth ceilings, louvres and large sash windows set against the original red brick allow ample natural light to stream in<br />A must visit!","The historic riverside suburb of Teneriffe has been transformed from its industrial woolstore days a century ago to become of the coolest inner-city neighborhoods of Brisbane.<br /><br />Its heritage-listed woolstores have been converted into trendy apartments and the streets are home to cool bars, cafes, restaurants, an antique center, parks, artisan bakery and a microbrewery while along the river is a heritage submarine walk (when submarines were stationed here during the Second World War).<br /><br />Teneriffe is home to some of the best bars and restaurants that Brisbane has to offer, include our favorites, Beccofino and Hikari, all in just walking distance. You'd find charming coffee shops around and walk to James Street to enjoy its world class shopping, many bar and restaurant choices, and Palace Cinema. If quiet and serene is what you are looking for, then New Farm Park is a small stroll away and if you happen to be here on a weekend, you can enjoy some of the fine produce at t",407157081,Dave,2021-06-14,"New Farm, Australia",,,,25%,f,,1.0,"['email', 'phone']",t,t,Newstead - Bowen Hills,-27.45878,153.05026,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Refrigerator"", ""Essentials"", ""Stainless steel single oven"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Free dryer \u2013 In building"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Coffee maker: Nespresso"", ""Air conditioning"", ""Iron"", ""Heating - split type ductless system"", ""Hot water"", ""Shower gel"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Pets allowed"", ""Wine glasses"", ""Pack \u2019n play/Travel crib"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Crib - available upon request"", ""Gas stove"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Shared sauna"", ""Hot tub"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Standalone high chair - available upon request"", ""Dining table""]",90,365,28.0,90.0,365.0,365.0,50.4,365.0,0,0,0,158,3,1,0,0,1,180,119880.0,2023-07-10,2025-02-12,5.0,4.67,4.67,4.67,5.0,5.0,4.33,f,1,1,0,0,0.11,$666.00
2304,city scrape,Panorama river view with Free Parking,"Welcome to this stunning apartment located at South Brisbane<br /><br />2 Spacious Bedrooms<br />2 Modern Bathrooms<br />1 Parking Space<br />Breathtaking river and city views<br /><br />Situated in the vibrant South Brisbane precinct, this apartment is just a short stroll from South Bank Parklands, Brisbane River, Queensland Art Gallery, Cultural Centre, and a variety of cafes and restaurants. Whether you're visiting for business or leisure, this apartment offers the perfect base for your stay",,486831290,Jiayu,2022-11-08,"Brisbane, Australia",,within an hour,100%,100%,,,57.0,"['email', 'phone']",t,t,South Brisbane,-27.471650708368863,153.0151266195706,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Exercise equipment"", ""Refrigerator"", ""Dishwasher"", ""Noise decibel monitors on property"", ""Bed linens"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Shower gel"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Crib"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Clothing storage"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Shared sauna"", ""Hot tub"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Dining table"", ""Oven""]",1,365,1.0,5.0,365.0,365.0,4.1,365.0,15,40,62,69,30,30,3,32,0,180,49320.0,2025-02-11,2025-11-01,4.83,4.93,4.9,4.67,4.97,4.93,4.83,t,15,10,5,0,3.28,$274.00
2305,city scrape,Skyline & Rooftop Pool | 2BR Modern Stay Near CBD,"Discover your perfect urban retreat in this brand-new luxury apt. Our home features a open-plan living area, timber flooring, ducted A/C and premium appliances. Plus, a free carpark is secured for you convenience.<br /><br />Unwind in the breathtaking rooftop pool with panoramic views of Brisbane City and the iconic Story Bridge. Just 2km from the Brisbane CBD and right across from Mowbray Park with direct ferry access, you’re steps away from boutique dining, top attractions, and public transport links.",,97177917,Olivia,2016-09-28,"Brisbane, Australia","Ever since I was little, I always dreamt about travelling to new places for my own little adventures. I have backpacked throughout Southeast Asia, Europe and parts of South America. I have stayed in all sorts of accommodations from luxury hotels to a couch in someone's living room. Some of my experiences were absolutely magical while some could be horrifying. 

Inspired by my own travelling experiences, I have moved back to Australia and started hosting myself at the very beginning of 2020 during covid times. Some friends started to ask me to help them with hosting while they were abroad and little by little I have started my own small business helping like-minded people to put their homes on Airbnb! 

We wish to provide all our guests unique experiences with all our beautiful homes and make their travel unforgettable! 

",within an hour,100%,98%,f,,202.0,"['email', 'phone']",t,t,East Brisbane,-27.479124958923503,153.04571364672125,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Carbon monoxide alarm"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Cleaning available during stay"", ""Stove"", ""Self check-in"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Ceiling fan"", ""Clothing storage"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free parking on premises"", ""Patio or balcony"", ""Conditioner"", ""Private entrance"", ""TV"", ""Dining table"", ""Oven""]",2,365,1.0,3.0,365.0,365.0,2.7,365.0,6,24,54,146,17,17,1,18,0,102,28050.0,2025-04-16,2025-10-16,4.88,5.0,4.88,4.88,5.0,4.94,4.82,f,135,135,0,0,2.43,$275.00
2306,city scrape,Stylish Oasis | Spacious Luxury Near Parks & Shops,"🌟 Why You’ll Love It<br />🛏️ 5 Queen Bedrooms + Private Balcony – Ideal for Big Families or Groups<br />🚗 Secure Double Garage + EV Charger – Easy Access for All Guests<br />🌿 Covered Outdoor Patio with Ceiling Fan – Perfect for Alfresco Dining<br />🖥️ Dedicated Workspaces – Great for Remote Work or Business Travel<br />🛁 2.5 Modern Bathrooms – Ensuite, Bathtub & Guest Toilets for Convenience<br />📍 Located in Leafy Rochedale – Close to Westfield Garden City & Gateway Motorway",,492088766,Olivia,2022-12-19,"Gold Coast, Australia","I'm a simple person who likes to live in peace and happy with the Universe. My objective in life is to share with others a positive attitude toward every thing around us, and share a good times when others are around me. I love to meet different kind of people who has something interesting and positive in my life and be able to do the same. My house is your house so welcome to share this time together.",within an hour,100%,98%,t,,41.0,"['email', 'phone']",t,t,Rochedale - Burbank,-27.56873,153.12163,Entire home,Entire home/apt,10,2.5,2.5 baths,5.0,5.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Electric stove"", ""Heating - split type ductless system"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Shower gel"", ""Cleaning available during stay"", ""Self check-in"", ""Dryer"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Crib"", ""Wine glasses"", ""Ceiling fan"", ""Clothing storage"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""EV charger"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""TV"", ""High chair"", ""Dining table"", ""Oven""]",2,365,2.0,4.0,365.0,365.0,3.0,365.0,30,47,77,352,1,1,1,38,0,6,2412.0,2025-11-02,2025-11-02,5.0,4.0,5.0,5.0,5.0,5.0,5.0,f,28,27,1,0,1.0,$402.00
2307,city scrape,Absolute Waterfront!,"This 1950 fisherman cottage has been nicely renovated to modern standard. A lovely location, right in front of Queen Victoria Boat ramp, Brisbane's famous place for Kayaking, boating, cycling, jogging or just walking. <br /><br />The Tingalpa creek right in front of the house is an approximate 2 hours kayaking inland, and same to return. You can cycle for over half an hour without leaving the waterfront, up to Wynnum. Enjoy a BBQ with the family on the front grass contemplating the beautiful waterfront.","In front of the house there is a big park/grass area with a playground for little kids, bbq area and boat jetty.<br /><br />There is a beautiful park for older kids at 5 minutes walk and just opposite a fish and chips shop.<br /><br />Another very nice walking track is the Lota Creek Boardwalk.<br /><br />The Royal Queensland Yacht Squadron is under 20 minutes walk, they have a Sailing Academy and offer a variety of sailing courses for kids and adults and host a variety of sailing competitions, local and international.",47375524,Valerie,2015-10-25,,"I love the sea, outdoor activities and discovering new places.",within an hour,100%,100%,f,,2.0,"['email', 'phone']",t,t,Manly - Lota,-27.47403,153.19135,Entire cottage,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Coffee maker: pour-over coffee"", ""Waterfront"", ""Refrigerator"", ""Essentials"", ""Boat slip"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Barbecue utensils"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Bikes"", ""Cleaning products"", ""Bay view"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Blender"", ""BBQ grill: charcoal"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Window guards"", ""Iron"", ""Electric stove"", ""Children\u2019s bikes"", ""Heating - split type ductless system"", ""First aid kit"", ""Hot water"", ""Kayak"", ""Pool table"", ""Self check-in"", ""Host greets you"", ""Fire extinguisher"", ""Ocean view"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Board games"", ""Ceiling fan"", ""Dedicated workspace"", ""Outdoor furniture"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Drying rack for clothing"", ""HDTV with Netflix"", ""Clothing storage: wardrobe"", ""Park view"", ""Free parking on premises"", ""Private entrance"", ""Garden view"", ""Sea view"", ""Body soap"", ""Private backyard \u2013 Not fully fenced"", ""Standalone high chair - available upon request"", ""Dining table"", ""Oven""]",5,1125,2.0,5.0,1125.0,1125.0,5.0,1125.0,13,19,28,245,95,20,1,15,13,200,23800.0,2017-12-25,2025-11-01,4.67,4.83,4.83,4.93,4.96,4.85,4.77,f,1,1,0,0,0.99,$119.00
2308,city scrape,Master bedroom with ensuite (R5),Reconnect with loved ones in this family-friendly place.,,35594773,Kee,2015-06-11,"Bridgeman Downs, Australia","Hi there,
We  are Reino and Kee Moi, we are both retired .We like meeting people and you will be very welcome at our home. 
你好,欢迎你们来我家｡

Our house is in a quiet area in Brisbane Northern suburb.
It is about  an hour by bus from the CBD during peak times and  30mins off peak. Driving will takes 25 mins.
Bus No is 350

Brisbane International airport is  30mins away by car.
Eatons Hills Hotel is approx 4km away.
Brisbane Entertainment Centre is 10mins away by car.
Sunshine Coast is approx an hour drive away and Gold Coast is about one and a half hour drive away.


",within an hour,100%,98%,t,,4.0,"['email', 'phone']",t,t,Bridgeman Downs,-27.36,152.9899,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Mini fridge"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Aidi body soap"", ""Hangers"", ""Iron"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Central heating"", ""Self check-in"", ""Kitchen"", ""Central air conditioning"", ""Bidet"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Freezer"", ""Gas stove"", ""Dedicated workspace"", ""Microwave"", ""Aidi shampoo"", ""Rice maker"", ""Ethernet connection"", ""Free parking on premises"", ""TV"", ""Dining table""]",1,30,1.0,1.0,30.0,30.0,1.0,30.0,5,33,63,153,83,55,2,24,24,255,23205.0,2023-09-22,2025-11-04,4.87,4.89,4.87,4.89,4.9,4.87,4.83,f,4,0,4,0,3.18,$91.00
2309,city scrape,"Lone Pine Lodge - great for family, groups","Upstairs at Lone Pine Lodge you'll find heaps of space in the renovated original Queenslander.  Beautiful outlook through the trees, a timber deck and a lovely yard make it terrific for kids, pets and groups.  With a separate study area, three spacious bedrooms and lots of other spaces its good for business travellers, groups of singles and couples.<br /><br />PETS WELCOME BY APPROVAL – please tell us about your pets when you enquire! Fees apply - $10-20 per night.","Close proximity to Enoggera Barracks and private schools, Marist College, Mt St Michaels and Hillbrook as well as Ashgrove and Oakleigh primary schools.  Easy public transport to QUT Kelvin Grove and city campuses.  Just 5 kms from the city and the attractions of Southbank and close to the airport too.  Very convenient location.",5989897,Kate,2013-04-18,"Brisbane, Australia","Hi,
We love to have guests to stay in this gracious Queenslander that was our home for so long.  We have a busy household with 10 year old twins and Asian homestay students - plus the dog of course.  We'd love to welcome you to Lone Pine House.  Kate",within a few hours,100%,92%,t,,3.0,"['email', 'phone', 'work_email']",t,t,Ashgrove,-27.43213,152.98954,Entire home,Entire home/apt,10,2.5,2.5 baths,3.0,8.0,"[""Laundromat nearby"", ""Baking sheet"", ""Refrigerator"", ""Coffee maker"", ""Essentials"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Shared backyard \u2013 Fully fenced"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Dishes and silverware"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Iron"", ""Fast wifi \u2013 109 Mbps"", ""Heating - split type ductless system"", ""Hot water"", ""Shower gel"", ""Children\u2019s books and toys"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Central air conditioning"", ""Pets allowed"", ""Wine glasses"", ""Pack \u2019n play/Travel crib"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""City skyline view"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Ethernet connection"", ""Free parking on premises"", ""Patio or balcony"", ""TV with Chromecast"", ""Conditioner"", ""Clothing storage: closet"", ""Private entrance"", ""High chair"", ""Dining table"", ""Oven""]",2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,15,25,53,299,138,20,1,21,21,120,24960.0,2016-09-30,2025-10-13,4.73,4.77,4.63,4.95,4.91,4.69,4.68,f,3,3,0,0,1.24,$208.00
2310,city scrape,Bardon Bed & Breakfast - Chantilly Room,"Room in traditional Queenslander in leafy Bardon. (Another room available on separate listing) Shared guest bathroom and separate toilet. Handy to city, shops, eats, coffee, public transport, parks and more.","Bardon is a lovely leafy suburb at the base of Mt Coot-tha, close to Brisbane CBD and Southbank. The street is quiet and close to parks with bushland not far away. Shops, cafes, coffee shops, parks, and restaurants are all close by.",23637504,Zoe And Bruce,2014-11-11,"Queensland, Australia",,within a few hours,100%,89%,t,,3.0,"['email', 'phone']",t,t,Ashgrove,-27.44867,152.98394,Private room in bed and breakfast,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Essentials"", ""Bed linens"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Bathtub"", ""Washer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""First aid kit"", ""Hot water"", ""Shampoo"", ""Kitchen"", ""Heating"", ""Clothing storage"", ""Dedicated workspace"", ""Breakfast"", ""Body soap"", ""TV""]",3,14,3.0,3.0,14.0,14.0,3.0,14.0,2,3,12,32,70,7,0,3,17,42,3990.0,2022-07-11,2025-07-20,4.94,4.96,4.91,4.97,4.99,4.89,4.97,f,3,0,3,0,1.72,$95.00
2311,city scrape,Sensational City Views + Best South Bank Location!,"The perfect location! This modern apartment is right in the heart of cultural South Brisbane.<br /><br />You’ll be moments away from the famous South Bank parkland + Streets Beach, Queensland Museum, State Library and Art Gallery and the Brisbane Convention Centre - and easy walking distance to West End & Brisbane City!<br /><br />Set on level 8 of an amazing complex, facilities include a gorgeous pool overlooking the city, heated spa, lots of outdoor lounges, outdoor cinema, gym, BBQ area, pizza oven and more!","Within Walking Distance:<br />✅ QPAC<br />✅ Convention Center<br />✅ South Bank Parklands & Beautiful Streets Beach<br />✅ Queensland Gallery of Modern Art<br />✅ Queensland Museum<br />✅ Brisbane CBD<br />✅ Queen Street Mall<br />✅ West End<br />✅ Wheel of Brisbane<br />✅ Brisbane’s Best Restaurants, Cafés & Bars<br />✅ Treasury Casino<br />✅ Queensland State Library<br />✅ Ferry Terminal with Free City Hopper Service<br /><br />This is one of the most exciting suburbs in Brisbane. There is so much to do at your doorstep!<br /><br />You will be moments from galleries, museums and the river, as well as surrounded by amazing cafes, restaurants, bars and nightlife. I am certain you are going to love staying here.",78924442,Lee,2016-06-20,"Brisbane, Australia","I am a young professional born and raised in Brisbane and am happy to help you see the great parts of this city that aren't in the Guidebooks.

I started hosting in April of 2018 and have been very fortunate to do this as a full time job. How lucky to be able to do something I LOVE for work! Even though I host several apartments, your stay will still be personal and homely. I have made sure that each of my apartments have all the little touches you'd expect from an Airbnb. 

I enjoy meeting people from different parts of the world and I look forward to connecting with you as a host or traveler. I will do my best to make your stay as comfortable as possible :) ",within an hour,100%,98%,f,,297.0,"['email', 'phone']",t,t,South Brisbane,-27.47399,153.01507,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Washer"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Paid parking off premises"", ""Dryer"", ""Shampoo"", ""Gym"", ""Kitchen"", ""Pack \u2019n play/Travel crib - available upon request"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Hot tub"", ""Free parking on premises"", ""Patio or balcony"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""High chair"", ""Single level home"", ""Oven""]",2,1125,1.0,3.0,1125.0,1125.0,2.6,1125.0,17,47,77,352,231,46,1,38,43,255,40800.0,2020-10-11,2025-10-17,4.61,4.71,4.52,4.52,4.9,4.9,4.62,f,291,291,0,0,3.73,$160.00
2312,city scrape,Stylish 1BR Apt in Riverside Precinct w/ Car Park!,"✔︎ Moments away from Gasworks Plaza, Teneriffe Ferry Terminal, Homemaker The Valley and CityCat.<br />✔︎ Minutes from James Street Market and Howard Smith Wharves.<br />✔︎ Easy access to heated 25m swimming pool, BBQ area and gym.<br />✔︎ Spacious Balcony!<br />✔︎ Master bedroom with ultra-comfy Queen bed, built-in robe and ensuite.<br />✔︎ FREE high-speed WiFi connection. <br />✔︎ FREE parking space!","Welcome to Teneriffe, one of Brisbane's most vibrant and stylish neighborhoods, known for its unique blend of historic charm and modern flair. Nestled along the river, Teneriffe offers visitors an unbeatable mix of riverside dining, boutique shopping, and cultural hotspots, all within easy walking distance. Stroll along the scenic Riverwalk, relax in the lush parks, or explore the area's industrial-chic heritage buildings turned trendy cafes and restaurants. Teneriffe’s central location makes it easy to discover Brisbane’s best offerings while enjoying a quieter, stylish riverside stay.<br /><br />Key Areas Within Walking Distance<br /><br />✔︎ Teneriffe Riverwalk - A scenic walk along the Brisbane River, perfect for a morning stroll or evening relaxation.<br /><br />✔︎ Gasworks Plaza - Popular for its upscale dining, gourmet supermarkets, and vibrant nightlife. A must-visit for foodies.<br /><br />✔︎ New Farm Park: A lush riverside park ideal for picnics, weekend markets, and peaceful",78924442,Lee,2016-06-20,"Brisbane, Australia","I am a young professional born and raised in Brisbane and am happy to help you see the great parts of this city that aren't in the Guidebooks.

I started hosting in April of 2018 and have been very fortunate to do this as a full time job. How lucky to be able to do something I LOVE for work! Even though I host several apartments, your stay will still be personal and homely. I have made sure that each of my apartments have all the little touches you'd expect from an Airbnb. 

I enjoy meeting people from different parts of the world and I look forward to connecting with you as a host or traveler. I will do my best to make your stay as comfortable as possible :) ",within an hour,100%,98%,f,,297.0,"['email', 'phone']",t,t,Newstead - Bowen Hills,-27.453673183059724,153.04747207272206,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Noise decibel monitors on property"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan"", ""Clothing storage"", ""Microwave"", ""Crib - available upon request"", ""Outdoor furniture"", ""Long term stays allowed"", ""High chair - available upon request"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Gym"", ""Single level home"", ""Dining table"", ""Oven""]",1,365,1.0,3.0,365.0,365.0,2.6,365.0,13,33,63,338,25,25,0,24,4,150,21600.0,2024-11-11,2025-10-10,4.64,4.68,4.72,4.56,4.96,4.92,4.56,t,291,291,0,0,2.05,$144.00
